"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","Product Family","serviceCode","Location","Location Type","Tenancy","usageType","operation","CapabilityType","CPUType","EKSCapabilityUnits","EKSProductType","InstanceType","MemoryType","Region Code","serviceName","StorageType","TierType"
"6F9CRRXEJCFZQUK4","JRTCKXETXF","6F9CRRXEJCFZQUK4.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00942 per hour for EKS Auto Mode management of r8g.medium in Africa (Cape Town)","2026-08-01","0","Inf","hours","0.0094200000","USD","Compute","AmazonEKS","Africa (Cape Town)","AWS Region",,"AFS1-EKS-Auto:r8g.medium-management-hours","EKSAutoUsage",,,,"AutoMode","r8g.medium",,"af-south-1","Amazon Elastic Container Service for Kubernetes",,
"6FADMKU42VDWNDSW","JRTCKXETXF","6FADMKU42VDWNDSW.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.04762 per hour for EKS Auto Mode management of t2.2xlarge in Asia Pacific (Mumbai)","2026-08-01","0","Inf","hours","0.0476200000","USD","Compute","AmazonEKS","Asia Pacific (Mumbai)","AWS Region",,"APS3-EKS-Auto:t2.2xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","t2.2xlarge",,"ap-south-1","Amazon Elastic Container Service for Kubernetes",,
"6FAQC4WRNVSE99S5","JRTCKXETXF","6FAQC4WRNVSE99S5.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01746 per hour for EKS Auto Mode management of m8gn.large in US East (N. Virginia)","2026-08-01","0","Inf","hours","0.0174600000","USD","Compute","AmazonEKS","US East (N. Virginia)","AWS Region",,"EKS-Auto:m8gn.large-management-hours","EKSAutoUsage",,,,"AutoMode","m8gn.large",,"us-east-1","Amazon Elastic Container Service for Kubernetes",,
"6FBQYAEVYHG5RT3G","JRTCKXETXF","6FBQYAEVYHG5RT3G.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.10759 per hour for EKS Auto Mode management of c8i-flex.4xlarge in Asia Pacific (Tokyo)","2026-08-01","0","Inf","hours","0.1075900000","USD","Compute","AmazonEKS","Asia Pacific (Tokyo)","AWS Region",,"APN1-EKS-Auto:c8i-flex.4xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","c8i-flex.4xlarge",,"ap-northeast-1","Amazon Elastic Container Service for Kubernetes",,
"6FCWBMEZ69S4CDQD","JRTCKXETXF","6FCWBMEZ69S4CDQD.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01915 per hour for EKS Auto Mode management of r7i.large in Asia Pacific (Tokyo)","2026-08-01","0","Inf","hours","0.0191500000","USD","Compute","AmazonEKS","Asia Pacific (Tokyo)","AWS Region",,"APN1-EKS-Auto:r7i.large-management-hours","EKSAutoUsage",,,,"AutoMode","r7i.large",,"ap-northeast-1","Amazon Elastic Container Service for Kubernetes",,
"6FFUVGG3GEDK5HU5","JRTCKXETXF","6FFUVGG3GEDK5HU5.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.04836 per hour for EKS Auto Mode management of c7i-flex.2xlarge in EU (London)","2026-08-01","0","Inf","hours","0.0483600000","USD","Compute","AmazonEKS","EU (London)","AWS Region",,"EUW2-EKS-Auto:c7i-flex.2xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","c7i-flex.2xlarge",,"eu-west-2","Amazon Elastic Container Service for Kubernetes",,
"6FFZKTYXTPKX655Y","JRTCKXETXF","6FFZKTYXTPKX655Y.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.58920 per hour for EKS Auto Mode management of i4i.12xlarge in EU (Frankfurt)","2026-08-01","0","Inf","hours","0.5892000000","USD","Compute","AmazonEKS","EU (Frankfurt)","AWS Region",,"EUC1-EKS-Auto:i4i.12xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","i4i.12xlarge",,"eu-central-1","Amazon Elastic Container Service for Kubernetes",,
"6FG7C5CA4MGTBVFN","JRTCKXETXF","6FG7C5CA4MGTBVFN.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.98243 per hour for EKS Auto Mode management of c8g.metal-48xl in EU (Ireland)","2026-08-01","0","Inf","hours","0.9824300000","USD","Compute","AmazonEKS","EU (Ireland)","AWS Region",,"EU-EKS-Auto:c8g.metal-48xl-management-hours","EKSAutoUsage",,,,"AutoMode","c8g.metal-48xl",,"eu-west-1","Amazon Elastic Container Service for Kubernetes",,
"6FG8ECMBM7YVNUK3","JRTCKXETXF","6FG8ECMBM7YVNUK3.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00629 per hour for EKS Auto Mode management of m6gd.medium in EU (London)","2026-08-01","0","Inf","hours","0.0062900000","USD","Compute","AmazonEKS","EU (London)","AWS Region",,"EUW2-EKS-Auto:m6gd.medium-management-hours","EKSAutoUsage",,,,"AutoMode","m6gd.medium",,"eu-west-2","Amazon Elastic Container Service for Kubernetes",,
"6FHHRPY5E9VJZFEB","JRTCKXETXF","6FHHRPY5E9VJZFEB.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.03024 per hour for EKS Auto Mode management of c4.xlarge in Asia Pacific (Osaka)","2026-08-01","0","Inf","hours","0.0302400000","USD","Compute","AmazonEKS","Asia Pacific (Osaka)","AWS Region",,"APN3-EKS-Auto:c4.xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","c4.xlarge",,"ap-northeast-3","Amazon Elastic Container Service for Kubernetes",,
"6FKAB872MZ28VHKT","JRTCKXETXF","6FKAB872MZ28VHKT.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.23347 per hour for EKS Auto Mode management of r6g.8xlarge in Asia Pacific (Osaka)","2026-08-01","0","Inf","hours","0.2334700000","USD","Compute","AmazonEKS","Asia Pacific (Osaka)","AWS Region",,"APN3-EKS-Auto:r6g.8xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","r6g.8xlarge",,"ap-northeast-3","Amazon Elastic Container Service for Kubernetes",,
"6FKDS9QETQSCT4FU","JRTCKXETXF","6FKDS9QETQSCT4FU.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.03151 per hour for EKS Auto Mode management of x8i.large in EU (Ireland)","2026-08-01","0","Inf","hours","0.0315100000","USD","Compute","AmazonEKS","EU (Ireland)","AWS Region",,"EU-EKS-Auto:x8i.large-management-hours","EKSAutoUsage",,,,"AutoMode","x8i.large",,"eu-west-1","Amazon Elastic Container Service for Kubernetes",,
"6FMJ9C9QKMNS8XFG","JRTCKXETXF","6FMJ9C9QKMNS8XFG.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.59789 per hour for EKS Auto Mode management of m8g.metal-24xl in EU (London)","2026-08-01","0","Inf","hours","0.5978900000","USD","Compute","AmazonEKS","EU (London)","AWS Region",,"EUW2-EKS-Auto:m8g.metal-24xl-management-hours","EKSAutoUsage",,,,"AutoMode","m8g.metal-24xl",,"eu-west-2","Amazon Elastic Container Service for Kubernetes",,
"6FQZZDW8DEF6N4GQ","JRTCKXETXF","6FQZZDW8DEF6N4GQ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.16122 per hour for EKS Auto Mode management of r6id.metal in US West (Oregon)","2026-08-01","0","Inf","hours","1.1612200000","USD","Compute","AmazonEKS","US West (Oregon)","AWS Region",,"USW2-EKS-Auto:r6id.metal-management-hours","EKSAutoUsage",,,,"AutoMode","r6id.metal",,"us-west-2","Amazon Elastic Container Service for Kubernetes",,
"6FTFEB2RNQ454FHX","JRTCKXETXF","6FTFEB2RNQ454FHX.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.000065 per ACK resource Hour in Asia Pacific (Taipei)","2026-08-01","0","Inf","Hours","0.0000650000","USD","Compute","AmazonEKS","Asia Pacific (Taipei)","AWS Region",,"APE2-AmazonEKSCapabilities-ACK-CR-Hours:perCustomResource","ACKUsage","ACK",,"CR-Hours:perCustomResource",,,,"ap-east-2","Amazon Elastic Container Service for Kubernetes",,
"6FU6QR6GJBAY2848","JRTCKXETXF","6FU6QR6GJBAY2848.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.33623 per hour for EKS Auto Mode management of r8i-flex.8xlarge in Europe (Zurich)","2026-08-01","0","Inf","hours","0.3362300000","USD","Compute","AmazonEKS","Europe (Zurich)","AWS Region",,"EUC2-EKS-Auto:r8i-flex.8xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","r8i-flex.8xlarge",,"eu-central-2","Amazon Elastic Container Service for Kubernetes",,
"6FWDS99MR76BRKQ3","JRTCKXETXF","6FWDS99MR76BRKQ3.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.03354 per hour for EKS Auto Mode management of r7gd.xlarge in Asia Pacific (Thailand)","2026-08-01","0","Inf","hours","0.0335400000","USD","Compute","AmazonEKS","Asia Pacific (Thailand)","AWS Region",,"APS9-EKS-Auto:r7gd.xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","r7gd.xlarge",,"ap-southeast-7","Amazon Elastic Container Service for Kubernetes",,
"6FWR2VRP9AHNJT7B","JRTCKXETXF","6FWR2VRP9AHNJT7B.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00572 per hour for EKS Auto Mode management of m8g.medium in EU (Stockholm)","2026-08-01","0","Inf","hours","0.0057200000","USD","Compute","AmazonEKS","EU (Stockholm)","AWS Region",,"EUN1-EKS-Auto:m8g.medium-management-hours","EKSAutoUsage",,,,"AutoMode","m8g.medium",,"eu-north-1","Amazon Elastic Container Service for Kubernetes",,
"6FWV5N79B5WSECU8","JRTCKXETXF","6FWV5N79B5WSECU8.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.16512 per hour for EKS Auto Mode management of c5a.8xlarge in EU (Ireland)","2026-08-01","0","Inf","hours","0.1651200000","USD","Compute","AmazonEKS","EU (Ireland)","AWS Region",,"EU-EKS-Auto:c5a.8xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","c5a.8xlarge",,"eu-west-1","Amazon Elastic Container Service for Kubernetes",,
"6FZRGV9PWUV2Z9HR","JRTCKXETXF","6FZRGV9PWUV2Z9HR.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.04344 per hour for EKS Auto Mode management of i3.xlarge in EU (Milan)","2026-08-01","0","Inf","hours","0.0434400000","USD","Compute","AmazonEKS","EU (Milan)","AWS Region",,"EUS1-EKS-Auto:i3.xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","i3.xlarge",,"eu-south-1","Amazon Elastic Container Service for Kubernetes",,
"6G24CQN234UHB7F8","JRTCKXETXF","6G24CQN234UHB7F8.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.20820 per hour for EKS Auto Mode management of im4gn.4xlarge in EU (Frankfurt)","2026-08-01","0","Inf","hours","0.2082000000","USD","Compute","AmazonEKS","EU (Frankfurt)","AWS Region",,"EUC1-EKS-Auto:im4gn.4xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","im4gn.4xlarge",,"eu-central-1","Amazon Elastic Container Service for Kubernetes",,
"6G3F5K9K9Y5BW38T","JRTCKXETXF","6G3F5K9K9Y5BW38T.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.04797 per hour for EKS Auto Mode management of g4dn.xlarge in EU (London)","2026-08-01","0","Inf","hours","0.0479700000","USD","Compute","AmazonEKS","EU (London)","AWS Region",,"EUW2-EKS-Auto:g4dn.xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","g4dn.xlarge",,"eu-west-2","Amazon Elastic Container Service for Kubernetes",,
"6G3YJS8BRH2CNC9B","JRTCKXETXF","6G3YJS8BRH2CNC9B.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.95616 per hour for EKS Auto Mode management of i3.metal in South America (Sao Paulo)","2026-08-01","0","Inf","hours","0.9561600000","USD","Compute","AmazonEKS","South America (Sao Paulo)","AWS Region",,"SAE1-EKS-Auto:i3.metal-management-hours","EKSAutoUsage",,,,"AutoMode","i3.metal",,"sa-east-1","Amazon Elastic Container Service for Kubernetes",,
"6G4T5V739M3ESHTD","JRTCKXETXF","6G4T5V739M3ESHTD.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.05912 per hour for EKS Auto Mode management of m7a.2xlarge in EU (Stockholm)","2026-08-01","0","Inf","hours","0.0591200000","USD","Compute","AmazonEKS","EU (Stockholm)","AWS Region",,"EUN1-EKS-Auto:m7a.2xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","m7a.2xlarge",,"eu-north-1","Amazon Elastic Container Service for Kubernetes",,
"6G55BMB74BVE6VHR","JRTCKXETXF","6G55BMB74BVE6VHR.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.19508 per hour for EKS Auto Mode management of m6in.metal in EU (Ireland)","2026-08-01","0","Inf","hours","1.1950800000","USD","Compute","AmazonEKS","EU (Ireland)","AWS Region",,"EU-EKS-Auto:m6in.metal-management-hours","EKSAutoUsage",,,,"AutoMode","m6in.metal",,"eu-west-1","Amazon Elastic Container Service for Kubernetes",,
"6G6EJVYEVC24WKUA","JRTCKXETXF","6G6EJVYEVC24WKUA.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02650 per hour for EKS Auto Mode management of r6g.xlarge in Canada (Central)","2026-08-01","0","Inf","hours","0.0265000000","USD","Compute","AmazonEKS","Canada (Central)","AWS Region",,"CAN1-EKS-Auto:r6g.xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","r6g.xlarge",,"ca-central-1","Amazon Elastic Container Service for Kubernetes",,
"6G779WSNQXH63KNY","JRTCKXETXF","6G779WSNQXH63KNY.JRTCKXETXF.6YS6EN2CT7","OnDemand","$2.7337 per hour for EKS Auto Mode management of i8ge.48xlarge in US West (Oregon)","2026-08-01","0","Inf","hours","2.7337000000","USD","Compute","AmazonEKS","US West (Oregon)","AWS Region",,"USW2-EKS-Auto:i8ge.48xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","i8ge.48xlarge",,"us-west-2","Amazon Elastic Container Service for Kubernetes",,
"6G7C487MGJU4GAZ8","JRTCKXETXF","6G7C487MGJU4GAZ8.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.05664 per hour for EKS Auto Mode management of c5a.2xlarge in South America (Sao Paulo)","2026-08-01","0","Inf","hours","0.0566400000","USD","Compute","AmazonEKS","South America (Sao Paulo)","AWS Region",,"SAE1-EKS-Auto:c5a.2xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","c5a.2xlarge",,"sa-east-1","Amazon Elastic Container Service for Kubernetes",,
"6G7M2PDVGVABKDWQ","JRTCKXETXF","6G7M2PDVGVABKDWQ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.15110 per hour for EKS Auto Mode management of c7gn.4xlarge in Asia Pacific (Tokyo)","2026-08-01","0","Inf","hours","0.1511000000","USD","Compute","AmazonEKS","Asia Pacific (Tokyo)","AWS Region",,"APN1-EKS-Auto:c7gn.4xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","c7gn.4xlarge",,"ap-northeast-1","Amazon Elastic Container Service for Kubernetes",,
"6G862XJDDFM3ED7Y","JRTCKXETXF","6G862XJDDFM3ED7Y.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.04040 per hour for EKS Auto Mode management of c6gn.2xlarge in Asia Pacific (Malaysia)","2026-08-01","0","Inf","hours","0.0404000000","USD","Compute","AmazonEKS","Asia Pacific (Malaysia)","AWS Region",,"APS7-EKS-Auto:c6gn.2xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","c6gn.2xlarge",,"ap-southeast-5","Amazon Elastic Container Service for Kubernetes",,
"6G87578DD29XUVU4","JRTCKXETXF","6G87578DD29XUVU4.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.34560 per hour for EKS Auto Mode management of m6i.12xlarge in Asia Pacific (Jakarta)","2026-08-01","0","Inf","hours","0.3456000000","USD","Compute","AmazonEKS","Asia Pacific (Jakarta)","AWS Region",,"APS4-EKS-Auto:m6i.12xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","m6i.12xlarge",,"ap-southeast-3","Amazon Elastic Container Service for Kubernetes",,
"6GB2ZFR39C8QEYJP","JRTCKXETXF","6GB2ZFR39C8QEYJP.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02192 per hour for EKS Auto Mode management of r6id.large in Asia Pacific (Tokyo)","2026-08-01","0","Inf","hours","0.0219200000","USD","Compute","AmazonEKS","Asia Pacific (Tokyo)","AWS Region",,"APN1-EKS-Auto:r6id.large-management-hours","EKSAutoUsage",,,,"AutoMode","r6id.large",,"ap-northeast-1","Amazon Elastic Container Service for Kubernetes",,
"6GDP5V92WY7U72EZ","JRTCKXETXF","6GDP5V92WY7U72EZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.65 per Hour for XL Provisioned Tier in Europe (Zurich)","2026-08-01","0","Inf","Hours","1.6500000000","USD","Compute","AmazonEKS","Europe (Zurich)","AWS Region",,"EUC2-AmazonEKS-Hours:XL-ProvisionedTier","ProvisionedControlPlaneUsage",,,,,,,"eu-central-2","Amazon Elastic Container Service for Kubernetes",,"HAProvisionedXL"
"6GNEE2JH7ETPAEGW","JRTCKXETXF","6GNEE2JH7ETPAEGW.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.005733 per KRO Capability Hour in Asia Pacific (New Zealand)","2026-08-01","0","Inf","Hours","0.0057330000","USD","Compute","AmazonEKS","Asia Pacific (New Zealand)","AWS Region",,"APS8-AmazonEKSCapabilities-KRO-Hours:perCapability","KROUsage","KRO",,"Hours:perCapability",,,,"ap-southeast-6","Amazon Elastic Container Service for Kubernetes",,
"6GR93J36D4HV5V5H","JRTCKXETXF","6GR93J36D4HV5V5H.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.13644 per hour for EKS Auto Mode management of r7g.4xlarge in Europe (Zurich)","2026-08-01","0","Inf","hours","0.1364400000","USD","Compute","AmazonEKS","Europe (Zurich)","AWS Region",,"EUC2-EKS-Auto:r7g.4xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","r7g.4xlarge",,"eu-central-2","Amazon Elastic Container Service for Kubernetes",,
"6GRTRFQ8TPRM68KG","JRTCKXETXF","6GRTRFQ8TPRM68KG.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.19878 per hour for EKS Auto Mode management of i7i.metal-24xl in Canada West (Calgary)","2026-08-01","0","Inf","hours","1.1987800000","USD","Compute","AmazonEKS","Canada West (Calgary)","AWS Region",,"CAN2-EKS-Auto:i7i.metal-24xl-management-hours","EKSAutoUsage",,,,"AutoMode","i7i.metal-24xl",,"ca-west-1","Amazon Elastic Container Service for Kubernetes",,
"6GTPB6SWNEA23V27","JRTCKXETXF","6GTPB6SWNEA23V27.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.44000 per hour for EKS Auto Mode management of i3en.24xlarge in EU (Ireland)","2026-08-01","0","Inf","hours","1.4400000000","USD","Compute","AmazonEKS","EU (Ireland)","AWS Region",,"EU-EKS-Auto:i3en.24xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","i3en.24xlarge",,"eu-west-1","Amazon Elastic Container Service for Kubernetes",,
"6GVC63UM8JHBMVDB","JRTCKXETXF","6GVC63UM8JHBMVDB.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.27264 per hour for EKS Auto Mode management of m7gd.16xlarge in Asia Pacific (Mumbai)","2026-08-01","0","Inf","hours","0.2726400000","USD","Compute","AmazonEKS","Asia Pacific (Mumbai)","AWS Region",,"APS3-EKS-Auto:m7gd.16xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","m7gd.16xlarge",,"ap-south-1","Amazon Elastic Container Service for Kubernetes",,
"6GWV5UHEM26D5WJA","JRTCKXETXF","6GWV5UHEM26D5WJA.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.10272 per hour for EKS Auto Mode management of m6i.4xlarge in EU (Ireland)","2026-08-01","0","Inf","hours","0.1027200000","USD","Compute","AmazonEKS","EU (Ireland)","AWS Region",,"EU-EKS-Auto:m6i.4xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","m6i.4xlarge",,"eu-west-1","Amazon Elastic Container Service for Kubernetes",,
"6GXQHZFRK7K8JWTZ","JRTCKXETXF","6GXQHZFRK7K8JWTZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.05207 per hour for EKS Auto Mode management of t3.2xlarge in Africa (Cape Town)","2026-08-01","0","Inf","hours","0.0520700000","USD","Compute","AmazonEKS","Africa (Cape Town)","AWS Region",,"AFS1-EKS-Auto:t3.2xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","t3.2xlarge",,"af-south-1","Amazon Elastic Container Service for Kubernetes",,
"6GXTDT8ZWXVGRER2","JRTCKXETXF","6GXTDT8ZWXVGRER2.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.06816 per hour for EKS Auto Mode management of m7gd.4xlarge in Asia Pacific (Mumbai)","2026-08-01","0","Inf","hours","0.0681600000","USD","Compute","AmazonEKS","Asia Pacific (Mumbai)","AWS Region",,"APS3-EKS-Auto:m7gd.4xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","m7gd.4xlarge",,"ap-south-1","Amazon Elastic Container Service for Kubernetes",,
"6GXWMSWU5V2RNVF2","JRTCKXETXF","6GXWMSWU5V2RNVF2.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02124 per hour for EKS Auto Mode management of r5dn.large in EU (Stockholm)","2026-08-01","0","Inf","hours","0.0212400000","USD","Compute","AmazonEKS","EU (Stockholm)","AWS Region",,"EUN1-EKS-Auto:r5dn.large-management-hours","EKSAutoUsage",,,,"AutoMode","r5dn.large",,"eu-north-1","Amazon Elastic Container Service for Kubernetes",,
"6GY9XSXQZMH94H6W","JRTCKXETXF","6GY9XSXQZMH94H6W.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.7951 per hour for EKS Auto Mode management of i7ie.metal-24xl in Asia Pacific (Sydney)","2026-08-01","0","Inf","hours","1.7951000000","USD","Compute","AmazonEKS","Asia Pacific (Sydney)","AWS Region",,"APS2-EKS-Auto:i7ie.metal-24xl-management-hours","EKSAutoUsage",,,,"AutoMode","i7ie.metal-24xl",,"ap-southeast-2","Amazon Elastic Container Service for Kubernetes",,
"6H34U24ANJ8GM55U","JRTCKXETXF","6H34U24ANJ8GM55U.JRTCKXETXF.6YS6EN2CT7","OnDemand","$3.61066 per hour for EKS Auto Mode management of i8ge.metal-48xl in Asia Pacific (Hong Kong)","2026-08-01","0","Inf","hours","3.6106600000","USD","Compute","AmazonEKS","Asia Pacific (Hong Kong)","AWS Region",,"APE1-EKS-Auto:i8ge.metal-48xl-management-hours","EKSAutoUsage",,,,"AutoMode","i8ge.metal-48xl",,"ap-east-1","Amazon Elastic Container Service for Kubernetes",,
"6H3BCY4Z46WB6PR2","JRTCKXETXF","6H3BCY4Z46WB6PR2.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.19253 per hour for EKS Auto Mode management of im4gn.4xlarge in Europe (Spain)","2026-08-01","0","Inf","hours","0.1925300000","USD","Compute","AmazonEKS","Europe (Spain)","AWS Region",,"EUS2-EKS-Auto:im4gn.4xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","im4gn.4xlarge",,"eu-south-2","Amazon Elastic Container Service for Kubernetes",,
"6H4Q4HEP2G5UTET7","JRTCKXETXF","6H4Q4HEP2G5UTET7.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.48154 per hour for EKS Auto Mode management of r6i.12xlarge in Europe (Zurich)","2026-08-01","0","Inf","hours","0.4815400000","USD","Compute","AmazonEKS","Europe (Zurich)","AWS Region",,"EUC2-EKS-Auto:r6i.12xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","r6i.12xlarge",,"eu-central-2","Amazon Elastic Container Service for Kubernetes",,
"6H56RHAKBF7QDBF2","JRTCKXETXF","6H56RHAKBF7QDBF2.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.06816 per hour for EKS Auto Mode management of m5d.2xlarge in Asia Pacific (Sydney)","2026-08-01","0","Inf","hours","0.0681600000","USD","Compute","AmazonEKS","Asia Pacific (Sydney)","AWS Region",,"APS2-EKS-Auto:m5d.2xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","m5d.2xlarge",,"ap-southeast-2","Amazon Elastic Container Service for Kubernetes",,
"6H84WYH7YXNCZ5VR","JRTCKXETXF","6H84WYH7YXNCZ5VR.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.1507 per hour for EKS Auto Mode management of i7ie.2xlarge in AWS GovCloud (US-East)","2026-08-01","0","Inf","hours","0.1507000000","USD","Compute","AmazonEKS","AWS GovCloud (US-East)","AWS Region",,"UGE1-EKS-Auto:i7ie.2xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","i7ie.2xlarge",,"us-gov-east-1","Amazon Elastic Container Service for Kubernetes",,
"6H89S9DC9ZQYEM8N","JRTCKXETXF","6H89S9DC9ZQYEM8N.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.18944 per hour for EKS Auto Mode management of trn1n.32xlarge in US East (Ohio)","2026-08-01","0","Inf","hours","1.1894400000","USD","Compute","AmazonEKS","US East (Ohio)","AWS Region",,"USE2-EKS-Auto:trn1n.32xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","trn1n.32xlarge",,"us-east-2","Amazon Elastic Container Service for Kubernetes",,
"6HA5TAMYW5487U3K","JRTCKXETXF","6HA5TAMYW5487U3K.JRTCKXETXF.6YS6EN2CT7","OnDemand","$3.1703 per hour for EKS Auto Mode management of p5.48xlarge in Asia Pacific (Mumbai)","2026-08-01","0","Inf","hours","3.1703000000","USD","Compute","AmazonEKS","Asia Pacific (Mumbai)","AWS Region",,"APS3-EKS-Auto:p5.48xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","p5.48xlarge",,"ap-south-1","Amazon Elastic Container Service for Kubernetes",,
"6HBKV5Z35FFPCKFD","JRTCKXETXF","6HBKV5Z35FFPCKFD.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.28216 per hour for EKS Auto Mode management of r8gd.8xlarge in US East (N. Virginia)","2026-08-01","0","Inf","hours","0.2821600000","USD","Compute","AmazonEKS","US East (N. Virginia)","AWS Region",,"EKS-Auto:r8gd.8xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","r8gd.8xlarge",,"us-east-1","Amazon Elastic Container Service for Kubernetes",,
"6HDDNWCTZ3VQJ3BJ","JRTCKXETXF","6HDDNWCTZ3VQJ3BJ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.29030 per hour for EKS Auto Mode management of c6id.12xlarge in US West (Oregon)","2026-08-01","0","Inf","hours","0.2903000000","USD","Compute","AmazonEKS","US West (Oregon)","AWS Region",,"USW2-EKS-Auto:c6id.12xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","c6id.12xlarge",,"us-west-2","Amazon Elastic Container Service for Kubernetes",,
"6HDR4WZBR3FDNGT5","JRTCKXETXF","6HDR4WZBR3FDNGT5.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.19507 per hour for EKS Auto Mode management of m6g.8xlarge in Africa (Cape Town)","2026-08-01","0","Inf","hours","0.1950700000","USD","Compute","AmazonEKS","Africa (Cape Town)","AWS Region",,"AFS1-EKS-Auto:m6g.8xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","m6g.8xlarge",,"af-south-1","Amazon Elastic Container Service for Kubernetes",,
