"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","Product Family","serviceCode","Location","Location Type","Tenancy","usageType","operation","CapabilityType","CPUType","EKSCapabilityUnits","EKSProductType","InstanceType","MemoryType","Region Code","serviceName","StorageType","TierType"
"6HEA3H7EXQ3YQVAC","JRTCKXETXF","6HEA3H7EXQ3YQVAC.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.05927 per hour for EKS Auto Mode management of m8i.2xlarge in EU (Paris)","2026-08-01","0","Inf","hours","0.0592700000","USD","Compute","AmazonEKS","EU (Paris)","AWS Region",,"EUW3-EKS-Auto:m8i.2xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","m8i.2xlarge",,"eu-west-3","Amazon Elastic Container Service for Kubernetes",,
"6HG3MG5JQZ3BTP3H","JRTCKXETXF","6HG3MG5JQZ3BTP3H.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01212 per hour for EKS Auto Mode management of c6i.large in EU (Paris)","2026-08-01","0","Inf","hours","0.0121200000","USD","Compute","AmazonEKS","EU (Paris)","AWS Region",,"EUW3-EKS-Auto:c6i.large-management-hours","EKSAutoUsage",,,,"AutoMode","c6i.large",,"eu-west-3","Amazon Elastic Container Service for Kubernetes",,
"6HGS8FCA7S2DX959","JRTCKXETXF","6HGS8FCA7S2DX959.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.33632 per hour for EKS Auto Mode management of r6id.metal in Asia Pacific (Sydney)","2026-08-01","0","Inf","hours","1.3363200000","USD","Compute","AmazonEKS","Asia Pacific (Sydney)","AWS Region",,"APS2-EKS-Auto:r6id.metal-management-hours","EKSAutoUsage",,,,"AutoMode","r6id.metal",,"ap-southeast-2","Amazon Elastic Container Service for Kubernetes",,
"6HJ42BS42ZQ9QZNM","JRTCKXETXF","6HJ42BS42ZQ9QZNM.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.04957 per hour for EKS Auto Mode management of m6idn.xlarge in Europe (Zurich)","2026-08-01","0","Inf","hours","0.0495700000","USD","Compute","AmazonEKS","Europe (Zurich)","AWS Region",,"EUC2-EKS-Auto:m6idn.xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","m6idn.xlarge",,"eu-central-2","Amazon Elastic Container Service for Kubernetes",,
"6HMT7FACTB6N3Y25","JRTCKXETXF","6HMT7FACTB6N3Y25.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.79021 per hour for EKS Auto Mode management of r7i.metal-48xl in EU (London)","2026-08-01","0","Inf","hours","1.7902100000","USD","Compute","AmazonEKS","EU (London)","AWS Region",,"EUW2-EKS-Auto:r7i.metal-48xl-management-hours","EKSAutoUsage",,,,"AutoMode","r7i.metal-48xl",,"eu-west-2","Amazon Elastic Container Service for Kubernetes",,
"6HPCQGUG9P5TYJ5Z","JRTCKXETXF","6HPCQGUG9P5TYJ5Z.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.21773 per hour for EKS Auto Mode management of c6in.8xlarge in Asia Pacific (Mumbai)","2026-08-01","0","Inf","hours","0.2177300000","USD","Compute","AmazonEKS","Asia Pacific (Mumbai)","AWS Region",,"APS3-EKS-Auto:c6in.8xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","c6in.8xlarge",,"ap-south-1","Amazon Elastic Container Service for Kubernetes",,
"6HPXED9PYRZQ6KZX","JRTCKXETXF","6HPXED9PYRZQ6KZX.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.16512 per hour for EKS Auto Mode management of m5a.8xlarge in US East (N. Virginia)","2026-08-01","0","Inf","hours","0.1651200000","USD","Compute","AmazonEKS","US East (N. Virginia)","AWS Region",,"EKS-Auto:m5a.8xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","m5a.8xlarge",,"us-east-1","Amazon Elastic Container Service for Kubernetes",,
"6HQ7PUQP3KUQW2EH","JRTCKXETXF","6HQ7PUQP3KUQW2EH.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.63867 per hour for EKS Auto Mode management of c8id.24xlarge in US East (N. Virginia)","2026-08-01","0","Inf","hours","0.6386700000","USD","Compute","AmazonEKS","US East (N. Virginia)","AWS Region",,"EKS-Auto:c8id.24xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","c8id.24xlarge",,"us-east-1","Amazon Elastic Container Service for Kubernetes",,
"6HSG23VJYY5QVMHR","JRTCKXETXF","6HSG23VJYY5QVMHR.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.37740 per hour for EKS Auto Mode management of c7gd.metal in EU (Stockholm)","2026-08-01","0","Inf","hours","0.3774000000","USD","Compute","AmazonEKS","EU (Stockholm)","AWS Region",,"EUN1-EKS-Auto:c7gd.metal-management-hours","EKSAutoUsage",,,,"AutoMode","c7gd.metal",,"eu-north-1","Amazon Elastic Container Service for Kubernetes",,
"6HT23DHUHJQKWCAJ","JRTCKXETXF","6HT23DHUHJQKWCAJ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.63120 per hour for EKS Auto Mode management of inf1.24xlarge in EU (Ireland)","2026-08-01","0","Inf","hours","0.6312000000","USD","Compute","AmazonEKS","EU (Ireland)","AWS Region",,"EU-EKS-Auto:inf1.24xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","inf1.24xlarge",,"eu-west-1","Amazon Elastic Container Service for Kubernetes",,
"6HTYQDAE5DRX2XRV","JRTCKXETXF","6HTYQDAE5DRX2XRV.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.04848 per hour for EKS Auto Mode management of m5a.2xlarge in EU (Paris)","2026-08-01","0","Inf","hours","0.0484800000","USD","Compute","AmazonEKS","EU (Paris)","AWS Region",,"EUW3-EKS-Auto:m5a.2xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","m5a.2xlarge",,"eu-west-3","Amazon Elastic Container Service for Kubernetes",,
"6HW6STXHPWPTGRZ7","JRTCKXETXF","6HW6STXHPWPTGRZ7.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.76205 per hour for EKS Auto Mode management of r7i.metal-24xl in US West (Oregon)","2026-08-01","0","Inf","hours","0.7620500000","USD","Compute","AmazonEKS","US West (Oregon)","AWS Region",,"USW2-EKS-Auto:r7i.metal-24xl-management-hours","EKSAutoUsage",,,,"AutoMode","r7i.metal-24xl",,"us-west-2","Amazon Elastic Container Service for Kubernetes",,
"6HWUWN8PT38AB85C","JRTCKXETXF","6HWUWN8PT38AB85C.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.21542 per hour for EKS Auto Mode management of m8g.8xlarge in Asia Pacific (Sydney)","2026-08-01","0","Inf","hours","0.2154200000","USD","Compute","AmazonEKS","Asia Pacific (Sydney)","AWS Region",,"APS2-EKS-Auto:m8g.8xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","m8g.8xlarge",,"ap-southeast-2","Amazon Elastic Container Service for Kubernetes",,
"6HX8CE93P6CDNX8G","JRTCKXETXF","6HX8CE93P6CDNX8G.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.26035 per hour for EKS Auto Mode management of m6gd.12xlarge in US West (Oregon)","2026-08-01","0","Inf","hours","0.2603500000","USD","Compute","AmazonEKS","US West (Oregon)","AWS Region",,"USW2-EKS-Auto:m6gd.12xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","m6gd.12xlarge",,"us-west-2","Amazon Elastic Container Service for Kubernetes",,
"6HYP27XWR723JDCT","JRTCKXETXF","6HYP27XWR723JDCT.JRTCKXETXF.6YS6EN2CT7","OnDemand","$3.36132 per hour for EKS Auto Mode management of x2iedn.24xlarge in EU (Frankfurt)","2026-08-01","0","Inf","hours","3.3613200000","USD","Compute","AmazonEKS","EU (Frankfurt)","AWS Region",,"EUC1-EKS-Auto:x2iedn.24xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","x2iedn.24xlarge",,"eu-central-1","Amazon Elastic Container Service for Kubernetes",,
"6HYY5ZJSUD7GZ3PG","JRTCKXETXF","6HYY5ZJSUD7GZ3PG.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01812 per hour for EKS Auto Mode management of r6i.large in AWS GovCloud (US-East)","2026-08-01","0","Inf","hours","0.0181200000","USD","Compute","AmazonEKS","AWS GovCloud (US-East)","AWS Region",,"UGE1-EKS-Auto:r6i.large-management-hours","EKSAutoUsage",,,,"AutoMode","r6i.large",,"us-gov-east-1","Amazon Elastic Container Service for Kubernetes",,
"6HZEQHBBCXADS2J6","JRTCKXETXF","6HZEQHBBCXADS2J6.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01222 per hour for EKS Auto Mode management of c7i.large in EU (Frankfurt)","2026-08-01","0","Inf","hours","0.0122200000","USD","Compute","AmazonEKS","EU (Frankfurt)","AWS Region",,"EUC1-EKS-Auto:c7i.large-management-hours","EKSAutoUsage",,,,"AutoMode","c7i.large",,"eu-central-1","Amazon Elastic Container Service for Kubernetes",,
"6J2AZCKPYCDDRCKW","JRTCKXETXF","6J2AZCKPYCDDRCKW.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.38506 per hour for EKS Auto Mode management of m8gd.12xlarge in EU (London)","2026-08-01","0","Inf","hours","0.3850600000","USD","Compute","AmazonEKS","EU (London)","AWS Region",,"EUW2-EKS-Auto:m8gd.12xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","m8gd.12xlarge",,"eu-west-2","Amazon Elastic Container Service for Kubernetes",,
"6J5B8MH9WGDY55RP","JRTCKXETXF","6J5B8MH9WGDY55RP.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.33588 per hour for EKS Auto Mode management of c7i.16xlarge in Asia Pacific (Thailand)","2026-08-01","0","Inf","hours","0.3358800000","USD","Compute","AmazonEKS","Asia Pacific (Thailand)","AWS Region",,"APS9-EKS-Auto:c7i.16xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","c7i.16xlarge",,"ap-southeast-7","Amazon Elastic Container Service for Kubernetes",,
"6J5SPRWDBVCEVWNT","JRTCKXETXF","6J5SPRWDBVCEVWNT.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.40522 per hour for EKS Auto Mode management of r7i.8xlarge in South America (Sao Paulo)","2026-08-01","0","Inf","hours","0.4052200000","USD","Compute","AmazonEKS","South America (Sao Paulo)","AWS Region",,"SAE1-EKS-Auto:r7i.8xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","r7i.8xlarge",,"sa-east-1","Amazon Elastic Container Service for Kubernetes",,
"6J7V7Y366BZUSB55","JRTCKXETXF","6J7V7Y366BZUSB55.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01588 per hour for EKS Auto Mode management of r7i.large in US East (N. Virginia)","2026-08-01","0","Inf","hours","0.0158800000","USD","Compute","AmazonEKS","US East (N. Virginia)","AWS Region",,"EKS-Auto:r7i.large-management-hours","EKSAutoUsage",,,,"AutoMode","r7i.large",,"us-east-1","Amazon Elastic Container Service for Kubernetes",,
"6J7XNN2ES8DUZPC3","JRTCKXETXF","6J7XNN2ES8DUZPC3.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.18048 per hour for EKS Auto Mode management of i3.4xlarge in AWS GovCloud (US-West)","2026-08-01","0","Inf","hours","0.1804800000","USD","Compute","AmazonEKS","AWS GovCloud (US-West)","AWS Region",,"UGW1-EKS-Auto:i3.4xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","i3.4xlarge",,"us-gov-west-1","Amazon Elastic Container Service for Kubernetes",,
"6J8GCJ8T2JYDS5T4","JRTCKXETXF","6J8GCJ8T2JYDS5T4.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00462 per hour for EKS Auto Mode management of m6g.medium in US East (N. Virginia)","2026-08-01","0","Inf","hours","0.0046200000","USD","Compute","AmazonEKS","US East (N. Virginia)","AWS Region",,"EKS-Auto:m6g.medium-management-hours","EKSAutoUsage",,,,"AutoMode","m6g.medium",,"us-east-1","Amazon Elastic Container Service for Kubernetes",,
"6JF4J862AXTQE446","JRTCKXETXF","6JF4J862AXTQE446.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.10861 per hour for EKS Auto Mode management of i7i.2xlarge in Asia Pacific (Sydney)","2026-08-01","0","Inf","hours","0.1086100000","USD","Compute","AmazonEKS","Asia Pacific (Sydney)","AWS Region",,"APS2-EKS-Auto:i7i.2xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","i7i.2xlarge",,"ap-southeast-2","Amazon Elastic Container Service for Kubernetes",,
"6JFKP53T39ZAUHPK","JRTCKXETXF","6JFKP53T39ZAUHPK.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.70842 per hour for EKS Auto Mode management of c8a.24xlarge in EU (Frankfurt)","2026-08-01","0","Inf","hours","0.7084200000","USD","Compute","AmazonEKS","EU (Frankfurt)","AWS Region",,"EUC1-EKS-Auto:c8a.24xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","c8a.24xlarge",,"eu-central-1","Amazon Elastic Container Service for Kubernetes",,
"6JHNFN4R9G84RWCB","JRTCKXETXF","6JHNFN4R9G84RWCB.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01273 per hour for EKS Auto Mode management of c7i.large in EU (Milan)","2026-08-01","0","Inf","hours","0.0127300000","USD","Compute","AmazonEKS","EU (Milan)","AWS Region",,"EUS1-EKS-Auto:c7i.large-management-hours","EKSAutoUsage",,,,"AutoMode","c7i.large",,"eu-south-1","Amazon Elastic Container Service for Kubernetes",,
"6JHUJC92UF26US24","JRTCKXETXF","6JHUJC92UF26US24.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.83859 per hour for EKS Auto Mode management of r7i.48xlarge in Asia Pacific (Tokyo)","2026-08-01","0","Inf","hours","1.8385900000","USD","Compute","AmazonEKS","Asia Pacific (Tokyo)","AWS Region",,"APN1-EKS-Auto:r7i.48xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","r7i.48xlarge",,"ap-northeast-1","Amazon Elastic Container Service for Kubernetes",,
"6JJ73YQ7UR7995Q9","JRTCKXETXF","6JJ73YQ7UR7995Q9.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.52416 per hour for EKS Auto Mode management of c5.metal in EU (Stockholm)","2026-08-01","0","Inf","hours","0.5241600000","USD","Compute","AmazonEKS","EU (Stockholm)","AWS Region",,"EUN1-EKS-Auto:c5.metal-management-hours","EKSAutoUsage",,,,"AutoMode","c5.metal",,"eu-north-1","Amazon Elastic Container Service for Kubernetes",,
"6JKHRUWPN37B3AZP","JRTCKXETXF","6JKHRUWPN37B3AZP.JRTCKXETXF.6YS6EN2CT7","OnDemand","$3.24657 per hour for EKS Auto Mode management of c8id.metal-96xl in Asia Pacific (Tokyo)","2026-08-01","0","Inf","hours","3.2465700000","USD","Compute","AmazonEKS","Asia Pacific (Tokyo)","AWS Region",,"APN1-EKS-Auto:c8id.metal-96xl-management-hours","EKSAutoUsage",,,,"AutoMode","c8id.metal-96xl",,"ap-northeast-1","Amazon Elastic Container Service for Kubernetes",,
"6JN9JNPFYS4KVDRB","JRTCKXETXF","6JN9JNPFYS4KVDRB.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.85248 per hour for EKS Auto Mode management of r5.24xlarge in EU (Paris)","2026-08-01","0","Inf","hours","0.8524800000","USD","Compute","AmazonEKS","EU (Paris)","AWS Region",,"EUW3-EKS-Auto:r5.24xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","r5.24xlarge",,"eu-west-3","Amazon Elastic Container Service for Kubernetes",,
"6JNDWN3R2MBRD3GT","JRTCKXETXF","6JNDWN3R2MBRD3GT.JRTCKXETXF.6YS6EN2CT7","OnDemand","$6.90 per Hour for 4XL Provisioned Tier in Asia Pacific (Malaysia)","2026-08-01","0","Inf","Hours","6.9000000000","USD","Compute","AmazonEKS","Asia Pacific (Malaysia)","AWS Region",,"APS7-AmazonEKS-Hours:4XL-ProvisionedTier","ProvisionedControlPlaneUsage",,,,,,,"ap-southeast-5","Amazon Elastic Container Service for Kubernetes",,"HAProvisioned4XL"
"6JNN73CJ26WAZR9R","JRTCKXETXF","6JNN73CJ26WAZR9R.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.46465 per hour for EKS Auto Mode management of r6in.32xlarge in Canada (Central)","2026-08-01","0","Inf","hours","1.4646500000","USD","Compute","AmazonEKS","Canada (Central)","AWS Region",,"CAN1-EKS-Auto:r6in.32xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","r6in.32xlarge",,"ca-central-1","Amazon Elastic Container Service for Kubernetes",,
"6JXJJEQB84MHJXQF","JRTCKXETXF","6JXJJEQB84MHJXQF.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.32357 per hour for EKS Auto Mode management of m6i.12xlarge in Israel (Tel Aviv)","2026-08-01","0","Inf","hours","0.3235700000","USD","Compute","AmazonEKS","Israel (Tel Aviv)","AWS Region",,"ILC1-EKS-Auto:m6i.12xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","m6i.12xlarge",,"il-central-1","Amazon Elastic Container Service for Kubernetes",,
"6JXU7BKN99DR8TQW","JRTCKXETXF","6JXU7BKN99DR8TQW.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.03696 per hour for EKS Auto Mode management of inf1.xlarge in Asia Pacific (Singapore)","2026-08-01","0","Inf","hours","0.0369600000","USD","Compute","AmazonEKS","Asia Pacific (Singapore)","AWS Region",,"APS1-EKS-Auto:inf1.xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","inf1.xlarge",,"ap-southeast-1","Amazon Elastic Container Service for Kubernetes",,
"6JXXVJHCSN29Q4Q2","JRTCKXETXF","6JXXVJHCSN29Q4Q2.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.04788 per hour for EKS Auto Mode management of r6id.xlarge in Africa (Cape Town)","2026-08-01","0","Inf","hours","0.0478800000","USD","Compute","AmazonEKS","Africa (Cape Town)","AWS Region",,"AFS1-EKS-Auto:r6id.xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","r6id.xlarge",,"af-south-1","Amazon Elastic Container Service for Kubernetes",,
"6K488J9ZKTWMR67Z","JRTCKXETXF","6K488J9ZKTWMR67Z.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.04078 per hour for EKS Auto Mode management of t3a.2xlarge in EU (Paris)","2026-08-01","0","Inf","hours","0.0407800000","USD","Compute","AmazonEKS","EU (Paris)","AWS Region",,"EUW3-EKS-Auto:t3a.2xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","t3a.2xlarge",,"eu-west-3","Amazon Elastic Container Service for Kubernetes",,
"6K72CRK247T5D6ZA","JRTCKXETXF","6K72CRK247T5D6ZA.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.15406 per hour for EKS Auto Mode management of x2iedn.xlarge in Europe (Zurich)","2026-08-01","0","Inf","hours","0.1540600000","USD","Compute","AmazonEKS","Europe (Zurich)","AWS Region",,"EUC2-EKS-Auto:x2iedn.xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","x2iedn.xlarge",,"eu-central-2","Amazon Elastic Container Service for Kubernetes",,
"6K8EWR8G5SKSE8PB","JRTCKXETXF","6K8EWR8G5SKSE8PB.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.03773 per hour for EKS Auto Mode management of m8a.xlarge in Asia Pacific (Tokyo)","2026-08-01","0","Inf","hours","0.0377300000","USD","Compute","AmazonEKS","Asia Pacific (Tokyo)","AWS Region",,"APN1-EKS-Auto:m8a.xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","m8a.xlarge",,"ap-northeast-1","Amazon Elastic Container Service for Kubernetes",,
"6K8RJHE95KC95ASH","JRTCKXETXF","6K8RJHE95KC95ASH.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.07581 per hour for EKS Auto Mode management of r5b.2xlarge in EU (Stockholm)","2026-08-01","0","Inf","hours","0.0758100000","USD","Compute","AmazonEKS","EU (Stockholm)","AWS Region",,"EUN1-EKS-Auto:r5b.2xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","r5b.2xlarge",,"eu-north-1","Amazon Elastic Container Service for Kubernetes",,
"6KD963RKYFR6RNSP","JRTCKXETXF","6KD963RKYFR6RNSP.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.11712 per hour for EKS Auto Mode management of m5d.4xlarge in Asia Pacific (Mumbai)","2026-08-01","0","Inf","hours","0.1171200000","USD","Compute","AmazonEKS","Asia Pacific (Mumbai)","AWS Region",,"APS3-EKS-Auto:m5d.4xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","m5d.4xlarge",,"ap-south-1","Amazon Elastic Container Service for Kubernetes",,
"6KF7VG99E8GGQMMS","JRTCKXETXF","6KF7VG99E8GGQMMS.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02298 per hour for EKS Auto Mode management of m7i-flex.xlarge in US East (Ohio)","2026-08-01","0","Inf","hours","0.0229800000","USD","Compute","AmazonEKS","US East (Ohio)","AWS Region",,"USE2-EKS-Auto:m7i-flex.xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","m7i-flex.xlarge",,"us-east-2","Amazon Elastic Container Service for Kubernetes",,
"6KM9ZD9GX6V7JJ2J","JRTCKXETXF","6KM9ZD9GX6V7JJ2J.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.88128 per hour for EKS Auto Mode management of m6i.24xlarge in South America (Sao Paulo)","2026-08-01","0","Inf","hours","0.8812800000","USD","Compute","AmazonEKS","South America (Sao Paulo)","AWS Region",,"SAE1-EKS-Auto:m6i.24xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","m6i.24xlarge",,"sa-east-1","Amazon Elastic Container Service for Kubernetes",,
"6KMZNNASX5XZZFUF","JRTCKXETXF","6KMZNNASX5XZZFUF.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.13248 per hour for EKS Auto Mode management of r6gd.4xlarge in EU (Frankfurt)","2026-08-01","0","Inf","hours","0.1324800000","USD","Compute","AmazonEKS","EU (Frankfurt)","AWS Region",,"EUC1-EKS-Auto:r6gd.4xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","r6gd.4xlarge",,"eu-central-1","Amazon Elastic Container Service for Kubernetes",,
"6KPHTYP3RR8GXV7S","JRTCKXETXF","6KPHTYP3RR8GXV7S.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.04549 per hour for EKS Auto Mode management of m6idn.xlarge in EU (Frankfurt)","2026-08-01","0","Inf","hours","0.0454900000","USD","Compute","AmazonEKS","EU (Frankfurt)","AWS Region",,"EUC1-EKS-Auto:m6idn.xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","m6idn.xlarge",,"eu-central-1","Amazon Elastic Container Service for Kubernetes",,
"6KPQXKRRGEYZ9NSP","JRTCKXETXF","6KPQXKRRGEYZ9NSP.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.13482 per hour for EKS Auto Mode management of c8gn.4xlarge in EU (London)","2026-08-01","0","Inf","hours","0.1348200000","USD","Compute","AmazonEKS","EU (London)","AWS Region",,"EUW2-EKS-Auto:c8gn.4xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","c8gn.4xlarge",,"eu-west-2","Amazon Elastic Container Service for Kubernetes",,
"6KQ48G5K4UEX69HW","JRTCKXETXF","6KQ48G5K4UEX69HW.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.06240 per hour for EKS Auto Mode management of m5ad.2xlarge in Asia Pacific (Sydney)","2026-08-01","0","Inf","hours","0.0624000000","USD","Compute","AmazonEKS","Asia Pacific (Sydney)","AWS Region",,"APS2-EKS-Auto:m5ad.2xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","m5ad.2xlarge",,"ap-southeast-2","Amazon Elastic Container Service for Kubernetes",,
"6KRKC76YN7SUTC5A","JRTCKXETXF","6KRKC76YN7SUTC5A.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.03219 per hour for EKS Auto Mode management of c6in.32xlarge in EU (Paris)","2026-08-01","0","Inf","hours","1.0321900000","USD","Compute","AmazonEKS","EU (Paris)","AWS Region",,"EUW3-EKS-Auto:c6in.32xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","c6in.32xlarge",,"eu-west-3","Amazon Elastic Container Service for Kubernetes",,
"6KSJCWQT9DDATZVZ","JRTCKXETXF","6KSJCWQT9DDATZVZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0635 per hour for EKS Auto Mode management of m8i.2xlarge in Asia Pacific (Singapore)","2026-08-01","0","Inf","hours","0.0635000000","USD","Compute","AmazonEKS","Asia Pacific (Singapore)","AWS Region",,"APS1-EKS-Auto:m8i.2xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","m8i.2xlarge",,"ap-southeast-1","Amazon Elastic Container Service for Kubernetes",,
"6KSUZ67W4A9CGZZY","JRTCKXETXF","6KSUZ67W4A9CGZZY.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.13716 per hour for EKS Auto Mode management of r7gd.4xlarge in Mexico (Central)","2026-08-01","0","Inf","hours","0.1371600000","USD","Compute","AmazonEKS","Mexico (Central)","AWS Region",,"MXC1-EKS-Auto:r7gd.4xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","r7gd.4xlarge",,"mx-central-1","Amazon Elastic Container Service for Kubernetes",,
"6KU5QYKVHAWZHBSK","JRTCKXETXF","6KU5QYKVHAWZHBSK.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.17859 per hour for EKS Auto Mode management of r6in.4xlarge in EU (Stockholm)","2026-08-01","0","Inf","hours","0.1785900000","USD","Compute","AmazonEKS","EU (Stockholm)","AWS Region",,"EUN1-EKS-Auto:r6in.4xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","r6in.4xlarge",,"eu-north-1","Amazon Elastic Container Service for Kubernetes",,
"6KXCPZ8EPJBCPSG7","JRTCKXETXF","6KXCPZ8EPJBCPSG7.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.05256 per hour for EKS Auto Mode management of i7i.xlarge in EU (Milan)","2026-08-01","0","Inf","hours","0.0525600000","USD","Compute","AmazonEKS","EU (Milan)","AWS Region",,"EUS1-EKS-Auto:i7i.xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","i7i.xlarge",,"eu-south-1","Amazon Elastic Container Service for Kubernetes",,
