"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","LeaseContractLength","PurchaseOption","OfferingClass","Product Family","serviceCode","Location","Location Type","Volume Type","Group","Group Description","usageType","operation","Region Code","serviceName","TableClass"
"Q87ZDHHJ39SD578X","JRTCKXETXF","Q87ZDHHJ39SD578X.JRTCKXETXF.E63J5HTPNN","OnDemand","$0.0001332 per hour for units of read capacity beyond the free tier in Asia Pacific (Malaysia)","2026-07-01","18600","Inf","ReadCapacityUnit-Hrs","0.0001332000","USD",,,,"Provisioned IOPS","AmazonDynamoDB","Asia Pacific (Malaysia)","AWS Region",,"DDB-ReadUnits","DynamoDB Provisioned Read Units","APS7-ReadCapacityUnit-Hrs","CommittedThroughput","ap-southeast-5","Amazon DynamoDB",
"Q87ZDHHJ39SD578X","YTVHEVGPBZ","Q87ZDHHJ39SD578X.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Amazon DynamoDB, Reserved Read Capacity used this month","2026-08-04","0","Inf","ReadCapacityUnit-Hrs","0.0000260000","USD","1yr","Heavy Utilization","standard","Provisioned IOPS","AmazonDynamoDB","Asia Pacific (Malaysia)","AWS Region",,"DDB-ReadUnits","DynamoDB Provisioned Read Units","APS7-ReadCapacityUnit-Hrs","CommittedThroughput","ap-southeast-5","Amazon DynamoDB",
"Q87ZDHHJ39SD578X","YTVHEVGPBZ","Q87ZDHHJ39SD578X.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2026-08-04",,,"Quantity","0.3078","USD","1yr","Heavy Utilization","standard","Provisioned IOPS","AmazonDynamoDB","Asia Pacific (Malaysia)","AWS Region",,"DDB-ReadUnits","DynamoDB Provisioned Read Units","APS7-ReadCapacityUnit-Hrs","CommittedThroughput","ap-southeast-5","Amazon DynamoDB",
"QA88DMZ4UR8DQ8ER","JRTCKXETXF","QA88DMZ4UR8DQ8ER.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00238 per GB of vector data searched in EU (Paris)","2026-07-01","0","Inf","GB","0.0023800000","USD",,,,"Amazon DynamoDB PayPerRequest Throughput","AmazonDynamoDB","EU (Paris)","AWS Region",,,,"EUW3-VectorSearch","","eu-west-3","Amazon DynamoDB","Standard"
"QD62VUJNY4H7RYAG","JRTCKXETXF","QD62VUJNY4H7RYAG.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 0.171 per GB for RestoreDataSize-Bytes in Asia Pacific (Osaka)","2026-07-01","0","Inf","GB","0.1710000000","USD",,,,"Amazon DynamoDB Restore Data Size","AmazonDynamoDB","Asia Pacific (Osaka)","AWS Region","Amazon DynamoDB - Backup Restore Size",,,"APN3-RestoreDataSize-Bytes","","ap-northeast-3","Amazon DynamoDB",
"QDK9KV8MHQ6GJP3P","JRTCKXETXF","QDK9KV8MHQ6GJP3P.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 0.21 per GB-Mo for TimedPITRStorage-ByteHrs in EU (Stockholm)","2026-07-01","0","Inf","GB-Mo","0.2100000000","USD",,,,"Database Storage","AmazonDynamoDB","EU (Stockholm)","AWS Region","Amazon DynamoDB - Point-In-Time-Restore (PITR) Backup Storage",,,"EUN1-TimedPITRStorage-ByteHrs","","eu-north-1","Amazon DynamoDB",
"QENR6PH8T6ETTDHT","JRTCKXETXF","QENR6PH8T6ETTDHT.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.10 per GB-Month of storage used for on-demand backup","2026-07-01","0","Inf","GB-Month","0.1000000000","USD",,,,"Amazon DynamoDB On-Demand Backup Storage","AmazonDynamoDB","US East (Ohio)","AWS Region","Amazon DynamoDB - On-Demand Backup Storage",,,"USE2-TimedBackupStorage-ByteHrs","","us-east-2","Amazon DynamoDB",
"QESHJASF9PDT3UGY","JRTCKXETXF","QESHJASF9PDT3UGY.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.52 per GB of vector write requests in US East (N. Virginia)","2026-07-01","0","Inf","GB","0.5200000000","USD",,,,"Amazon DynamoDB PayPerRequest Throughput","AmazonDynamoDB","US East (N. Virginia)","AWS Region",,,,"USE1-VectorWriteRequest","","us-east-1","Amazon DynamoDB","Standard"
"QF9FHMHNW4ERH36T","JRTCKXETXF","QF9FHMHNW4ERH36T.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0001600 per hour for units of IA read capacity in US East (Ohio)","2026-07-01","0","Inf","ReadCapacityUnit-Hrs","0.0001600000","USD",,,,"Provisioned IOPS","AmazonDynamoDB","US East (Ohio)","AWS Region",,"DDB-ReadUnitsIA","DynamoDB Provisioned Read Units IA","USE2-IA-ReadCapacityUnit-Hrs","CommittedThroughput","us-east-2","Amazon DynamoDB",
"QH6X4GEV2QK8V2FQ","JRTCKXETXF","QH6X4GEV2QK8V2FQ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.05 per million IA write request units in Africa (Cape Town)","2026-07-01","0","Inf","WriteRequestUnits","0.0000010500","USD",,,,"Amazon DynamoDB PayPerRequest Throughput","AmazonDynamoDB","Africa (Cape Town)","AWS Region",,"DDB-WriteUnitsIA","DynamoDB PayPerRequest Write Request Units IA","AFS1-IA-WriteRequestUnits","PayPerRequestThroughput","af-south-1","Amazon DynamoDB",
"QJ4W7JBNGWDDM6MW","JRTCKXETXF","QJ4W7JBNGWDDM6MW.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0022 per GB of vector data searched in Canada West (Calgary)","2026-07-01","0","Inf","GB","0.0022000000","USD",,,,"Amazon DynamoDB PayPerRequest Throughput","AmazonDynamoDB","Canada West (Calgary)","AWS Region",,,,"CAN2-VectorSearch","","ca-west-1","Amazon DynamoDB","Standard"
"QJJV8ZTJMEFSCTCN","JRTCKXETXF","QJJV8ZTJMEFSCTCN.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0009647 per ReplicatedWriteCapacityUnit-Hrs for IA in Africa (Cape Town)","2026-07-01","0","Inf","ReplicatedWriteCapacityUnit-Hrs","0.0009647000","USD",,,,"DDB-Operation-ReplicatedWrite","AmazonDynamoDB","Africa (Cape Town)","AWS Region",,"DDB-ReplicatedWriteUnitsIA","DynamoDB Provisioned Replicated Write Units IA","AFS1-IA-ReplWriteCapacityUnit-Hrs","CommittedThroughput","af-south-1","Amazon DynamoDB",
"QM7WV2JADZJDV45W","JRTCKXETXF","QM7WV2JADZJDV45W.JRTCKXETXF.HBHVWY47CM","OnDemand","$0.00 per hour for 25 units of replicated write capacity for a month (free tier)","2026-07-01","0","18600","ReplicatedWriteCapacityUnit-Hrs","0.0000000000","USD",,,,"DDB-Operation-ReplicatedWrite","AmazonDynamoDB","US East (N. Virginia)","AWS Region",,"DDB-ReplicatedWriteUnits","DynamoDB Provisioned Replicated Write Units","ReplWriteCapacityUnit-Hrs","CommittedThroughput","us-east-1","Amazon DynamoDB",
"QM7WV2JADZJDV45W","JRTCKXETXF","QM7WV2JADZJDV45W.JRTCKXETXF.E63J5HTPNN","OnDemand","$0.00065 per hour for units of replicated write capacity beyond the free tier","2026-07-01","18600","Inf","ReplicatedWriteCapacityUnit-Hrs","0.0006500000","USD",,,,"DDB-Operation-ReplicatedWrite","AmazonDynamoDB","US East (N. Virginia)","AWS Region",,"DDB-ReplicatedWriteUnits","DynamoDB Provisioned Replicated Write Units","ReplWriteCapacityUnit-Hrs","CommittedThroughput","us-east-1","Amazon DynamoDB",
"QNEYTXBZ5GM5WGYZ","JRTCKXETXF","QNEYTXBZ5GM5WGYZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.885 per million replicated IA write request units in Europe (Spain)","2026-07-01","0","Inf","ReplicatedWriteRequestUnits","0.0000008850","USD",,,,"Amazon DynamoDB PayPerRequest Throughput","AmazonDynamoDB","Europe (Spain)","AWS Region",,"DDB-ReplicatedWriteUnitsIA","DynamoDB PayPerRequest Replicated Write Request Units IA","EUS2-IA-ReplWriteRequestUnits","PayPerRequestThroughput","eu-south-2","Amazon DynamoDB",
"QP632Z7PGF273EY8","JRTCKXETXF","QP632Z7PGF273EY8.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.6675 per GB of IA vector write requests in Asia Pacific (Taipei)","2026-07-01","0","Inf","GB","0.6675000000","USD",,,,"Amazon DynamoDB PayPerRequest Throughput","AmazonDynamoDB","Asia Pacific (Taipei)","AWS Region",,,,"APE2-IA-VectorWriteRequest","","ap-east-2","Amazon DynamoDB",
"QPX7GZUVG4YSFVDF","JRTCKXETXF","QPX7GZUVG4YSFVDF.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.06 per million write request units in Israel (Tel Aviv)","2026-07-01","0","Inf","WriteRequestUnits","0.0000010600","USD",,,,"Amazon DynamoDB PayPerRequest Throughput","AmazonDynamoDB","Israel (Tel Aviv)","AWS Region",,"DDB-WriteUnitsIA","DynamoDB PayPerRequest Write Request Units IA","ILC1-IA-WriteRequestUnits","PayPerRequestThroughput","il-central-1","Amazon DynamoDB",
"QQ68V9U5W2JK4285","JRTCKXETXF","QQ68V9U5W2JK4285.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.12200 per million change data capture units for Kinesis Data Streams in EU (Frankfurt)","2026-07-01","0","Inf","ChangeDataCaptureUnits","0.0000001220","USD",,,,,"AmazonDynamoDB","EU (Frankfurt)","AWS Region",,"DDB-Kinesis","Change Data Capture Units for Kinesis Data Streams","EUC1-ChangeDataCaptureUnits-Kinesis","DelegatedOperations","eu-central-1","Amazon DynamoDB",
"QRQ79HURDEX8HUZP","JRTCKXETXF","QRQ79HURDEX8HUZP.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0002021 per hour for units of IA read capacity in Middle East (Bahrain)","2026-07-01","0","Inf","ReadCapacityUnit-Hrs","0.0002021000","USD",,,,"Provisioned IOPS","AmazonDynamoDB","Middle East (Bahrain)","AWS Region",,"DDB-ReadUnitsIA","DynamoDB Provisioned Read Units IA","MES1-IA-ReadCapacityUnit-Hrs","CommittedThroughput","me-south-1","Amazon DynamoDB",
"QS5WYUWZHW5DU5CA","JRTCKXETXF","QS5WYUWZHW5DU5CA.JRTCKXETXF.HBHVWY47CM","OnDemand","$0.00 per hour for 25 units of read capacity for a month (free tier)","2026-07-01","0","18600","ReadCapacityUnit-Hrs","0.0000000000","USD",,,,"Provisioned IOPS","AmazonDynamoDB","Asia Pacific (Tokyo)","AWS Region",,"DDB-ReadUnits","DynamoDB Provisioned Read Units","APN1-ReadCapacityUnit-Hrs","CommittedThroughput","ap-northeast-1","Amazon DynamoDB",
"QS5WYUWZHW5DU5CA","JRTCKXETXF","QS5WYUWZHW5DU5CA.JRTCKXETXF.E63J5HTPNN","OnDemand","$0.0001484 per hour for units of read capacity beyond the free tier","2026-07-01","18600","Inf","ReadCapacityUnit-Hrs","0.0001484000","USD",,,,"Provisioned IOPS","AmazonDynamoDB","Asia Pacific (Tokyo)","AWS Region",,"DDB-ReadUnits","DynamoDB Provisioned Read Units","APN1-ReadCapacityUnit-Hrs","CommittedThroughput","ap-northeast-1","Amazon DynamoDB",
"QS5WYUWZHW5DU5CA","VG8YD49WWM","QS5WYUWZHW5DU5CA.VG8YD49WWM.6YS6EN2CT7","Reserved","Amazon DynamoDB, Reserved Read Capacity used this month","2026-08-04","0","Inf","ReadCapacityUnit-Hrs","0.0000180000","USD","3yr","Heavy Utilization","standard","Provisioned IOPS","AmazonDynamoDB","Asia Pacific (Tokyo)","AWS Region",,"DDB-ReadUnits","DynamoDB Provisioned Read Units","APN1-ReadCapacityUnit-Hrs","CommittedThroughput","ap-northeast-1","Amazon DynamoDB",
"QS5WYUWZHW5DU5CA","VG8YD49WWM","QS5WYUWZHW5DU5CA.VG8YD49WWM.2TG2D8R56U","Reserved","Upfront Fee","2026-08-04",,,"Quantity","0.41","USD","3yr","Heavy Utilization","standard","Provisioned IOPS","AmazonDynamoDB","Asia Pacific (Tokyo)","AWS Region",,"DDB-ReadUnits","DynamoDB Provisioned Read Units","APN1-ReadCapacityUnit-Hrs","CommittedThroughput","ap-northeast-1","Amazon DynamoDB",
"QS5WYUWZHW5DU5CA","YTVHEVGPBZ","QS5WYUWZHW5DU5CA.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Amazon DynamoDB, Reserved Read Capacity used this month","2026-08-04","0","Inf","ReadCapacityUnit-Hrs","0.0000290000","USD","1yr","Heavy Utilization","standard","Provisioned IOPS","AmazonDynamoDB","Asia Pacific (Tokyo)","AWS Region",,"DDB-ReadUnits","DynamoDB Provisioned Read Units","APN1-ReadCapacityUnit-Hrs","CommittedThroughput","ap-northeast-1","Amazon DynamoDB",
"QS5WYUWZHW5DU5CA","YTVHEVGPBZ","QS5WYUWZHW5DU5CA.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2026-08-04",,,"Quantity","0.342","USD","1yr","Heavy Utilization","standard","Provisioned IOPS","AmazonDynamoDB","Asia Pacific (Tokyo)","AWS Region",,"DDB-ReadUnits","DynamoDB Provisioned Read Units","APN1-ReadCapacityUnit-Hrs","CommittedThroughput","ap-northeast-1","Amazon DynamoDB",
"QV4QQSTKKG3MWUEY","JRTCKXETXF","QV4QQSTKKG3MWUEY.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.74 per million write request units in EU (Milan)","2026-07-01","0","Inf","WriteRequestUnits","0.0000007400","USD",,,,"Amazon DynamoDB PayPerRequest Throughput","AmazonDynamoDB","EU (Milan)","AWS Region",,"DDB-WriteUnits","DynamoDB PayPerRequest Write Request Units","EUS1-WriteRequestUnits","PayPerRequestThroughput","eu-south-1","Amazon DynamoDB",
"QW7PFKU7MSB3XE8P","JRTCKXETXF","QW7PFKU7MSB3XE8P.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.1375 per million read request units in Canada West (Calgary)","2026-07-01","0","Inf","ReadRequestUnits","0.0000001375","USD",,,,"Amazon DynamoDB PayPerRequest Throughput","AmazonDynamoDB","Canada West (Calgary)","AWS Region",,"DDB-ReadUnits","DynamoDB PayPerRequest Read Request Units","CAN2-ReadRequestUnits","PayPerRequestThroughput","ca-west-1","Amazon DynamoDB",
"QXMZUVDCVKE9T3YJ","JRTCKXETXF","QXMZUVDCVKE9T3YJ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.2095 per million IA read request units in Europe (Zurich)","2026-07-01","0","Inf","ReadRequestUnits","0.0000002095","USD",,,,"Amazon DynamoDB PayPerRequest Throughput","AmazonDynamoDB","Europe (Zurich)","AWS Region",,"DDB-ReadUnitsIA","DynamoDB PayPerRequest Read Request Units IA","EUC2-IA-ReadRequestUnits","PayPerRequestThroughput","eu-central-2","Amazon DynamoDB",
"QY6QMEBEA8FTZE3J","JRTCKXETXF","QY6QMEBEA8FTZE3J.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0001750 per hour for units of IA read capacity in EU (Stockholm)","2026-07-01","0","Inf","ReadCapacityUnit-Hrs","0.0001750000","USD",,,,"Provisioned IOPS","AmazonDynamoDB","EU (Stockholm)","AWS Region",,"DDB-ReadUnitsIA","DynamoDB Provisioned Read Units IA","EUN1-IA-ReadCapacityUnit-Hrs","CommittedThroughput","eu-north-1","Amazon DynamoDB",
"QY9UAJV7S9B2C7WQ","JRTCKXETXF","QY9UAJV7S9B2C7WQ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.1155 per GB of incremental data exported in Europe (Milan)","2026-07-01","0","Inf","GB","0.1155000000","USD",,,,"Amazon DynamoDB Export Data Size","AmazonDynamoDB","EU (Milan)","AWS Region","Amazon DynamoDB - Incremental Export",,,"EUS1-IncrementalExportDataSize-Bytes","","eu-south-1","Amazon DynamoDB",
"R4FKR866KT8S996V","JRTCKXETXF","R4FKR866KT8S996V.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.0505 per million IA write request units in Europe (Zurich)","2026-07-01","0","Inf","WriteRequestUnits","0.0000010505","USD",,,,"Amazon DynamoDB PayPerRequest Throughput","AmazonDynamoDB","Europe (Zurich)","AWS Region",,"DDB-WriteUnitsIA","DynamoDB PayPerRequest Write Request Units IA","EUC2-IA-WriteRequestUnits","PayPerRequestThroughput","eu-central-2","Amazon DynamoDB",
"R4W5MZ2J2E9S4HFW","JRTCKXETXF","R4W5MZ2J2E9S4HFW.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.1285 per million read request units in Asia Pacific (Malaysia)","2026-07-01","0","Inf","ReadRequestUnits","0.0000001285","USD",,,,"Amazon DynamoDB PayPerRequest Throughput","AmazonDynamoDB","Asia Pacific (Malaysia)","AWS Region",,"DDB-ReadUnits","DynamoDB PayPerRequest Read Request Units","APS7-ReadRequestUnits","PayPerRequestThroughput","ap-southeast-5","Amazon DynamoDB",
"R5727KNRMRDP5YTZ","JRTCKXETXF","R5727KNRMRDP5YTZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.52 per GB of vector write requests in US West (Oregon)","2026-07-01","0","Inf","GB","0.5200000000","USD",,,,"Amazon DynamoDB PayPerRequest Throughput","AmazonDynamoDB","US West (Oregon)","AWS Region",,,,"USW2-VectorWriteRequest","","us-west-2","Amazon DynamoDB","Standard"
"R5SRU4W6BNWAAYUD","JRTCKXETXF","R5SRU4W6BNWAAYUD.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0009275 per hour for units of IA replicated write capacity in Asia Pacific (Tokyo)","2026-07-01","0","Inf","ReplicatedWriteCapacityUnit-Hrs","0.0009275000","USD",,,,"DDB-Operation-ReplicatedWrite","AmazonDynamoDB","Asia Pacific (Tokyo)","AWS Region",,"DDB-ReplicatedWriteUnitsIA","DynamoDB Provisioned Replicated Write Units IA","APN1-IA-ReplWriteCapacityUnit-Hrs","CommittedThroughput","ap-northeast-1","Amazon DynamoDB",
"R6PXMNYCEDGZ2EYN","JRTCKXETXF","R6PXMNYCEDGZ2EYN.JRTCKXETXF.HBHVWY47CM","OnDemand","$0.00 per hour for 25 units of write capacity for a month (free tier)","2026-07-01","0","18600","WriteCapacityUnit-Hrs","0.0000000000","USD",,,,"Provisioned IOPS","AmazonDynamoDB","US East (N. Virginia)","AWS Region",,"DDB-WriteUnits","DynamoDB Provisioned Write Units","WriteCapacityUnit-Hrs","CommittedThroughput","us-east-1","Amazon DynamoDB",
"R6PXMNYCEDGZ2EYN","JRTCKXETXF","R6PXMNYCEDGZ2EYN.JRTCKXETXF.E63J5HTPNN","OnDemand","$0.00065 per hour for units of write capacity beyond the free tier","2026-07-01","18600","Inf","WriteCapacityUnit-Hrs","0.0006500000","USD",,,,"Provisioned IOPS","AmazonDynamoDB","US East (N. Virginia)","AWS Region",,"DDB-WriteUnits","DynamoDB Provisioned Write Units","WriteCapacityUnit-Hrs","CommittedThroughput","us-east-1","Amazon DynamoDB",
"R6PXMNYCEDGZ2EYN","VG8YD49WWM","R6PXMNYCEDGZ2EYN.VG8YD49WWM.6YS6EN2CT7","Reserved","Amazon DynamoDB, Reserved Write Capacity used this month","2026-08-04","0","Inf","WriteCapacityUnit-Hrs","0.0000810000","USD","3yr","Heavy Utilization","standard","Provisioned IOPS","AmazonDynamoDB","US East (N. Virginia)","AWS Region",,"DDB-WriteUnits","DynamoDB Provisioned Write Units","WriteCapacityUnit-Hrs","CommittedThroughput","us-east-1","Amazon DynamoDB",
"R6PXMNYCEDGZ2EYN","VG8YD49WWM","R6PXMNYCEDGZ2EYN.VG8YD49WWM.2TG2D8R56U","Reserved","Upfront Fee","2026-08-04",,,"Quantity","1.8","USD","3yr","Heavy Utilization","standard","Provisioned IOPS","AmazonDynamoDB","US East (N. Virginia)","AWS Region",,"DDB-WriteUnits","DynamoDB Provisioned Write Units","WriteCapacityUnit-Hrs","CommittedThroughput","us-east-1","Amazon DynamoDB",
"R6PXMNYCEDGZ2EYN","YTVHEVGPBZ","R6PXMNYCEDGZ2EYN.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Amazon DynamoDB, Reserved Write Capacity used this month","2026-08-04","0","Inf","WriteCapacityUnit-Hrs","0.0001280000","USD","1yr","Heavy Utilization","standard","Provisioned IOPS","AmazonDynamoDB","US East (N. Virginia)","AWS Region",,"DDB-WriteUnits","DynamoDB Provisioned Write Units","WriteCapacityUnit-Hrs","CommittedThroughput","us-east-1","Amazon DynamoDB",
"R6PXMNYCEDGZ2EYN","YTVHEVGPBZ","R6PXMNYCEDGZ2EYN.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2026-08-04",,,"Quantity","1.5","USD","1yr","Heavy Utilization","standard","Provisioned IOPS","AmazonDynamoDB","US East (N. Virginia)","AWS Region",,"DDB-WriteUnits","DynamoDB Provisioned Write Units","WriteCapacityUnit-Hrs","CommittedThroughput","us-east-1","Amazon DynamoDB",
"R7K84PENBF7Q68P2","JRTCKXETXF","R7K84PENBF7Q68P2.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.77325 per GB of IA vector write requests in EU (Paris)","2026-07-01","0","Inf","GB","0.7732500000","USD",,,,"Amazon DynamoDB PayPerRequest Throughput","AmazonDynamoDB","EU (Paris)","AWS Region",,,,"EUW3-IA-VectorWriteRequest","","eu-west-3","Amazon DynamoDB",
"R9RQJ4FTARJHU86F","JRTCKXETXF","R9RQJ4FTARJHU86F.JRTCKXETXF.M9QGYPQ72M","OnDemand","$0.00 per Request from 0 to 2.5M for DynamoDB Streams read request (GetRecords API) in Asia Pacific (Taipei)","2026-07-01","0","2500000","Requests","0.0000000000","USD",,,,"API Request","AmazonDynamoDB","Asia Pacific (Taipei)","AWS Region",,"DDB-StreamsReadRequests","DynamoDB Streams read request (GetRecords API)","APE2-Streams-Requests","GetRecords","ap-east-2","Amazon DynamoDB",
"R9RQJ4FTARJHU86F","JRTCKXETXF","R9RQJ4FTARJHU86F.JRTCKXETXF.AUKFMGQW43","OnDemand","$0.0000002052 per Request beyond 2.5M for DynamoDB Streams read request (GetRecords API) in Asia Pacific (Taipei)","2026-07-01","2500000","Inf","Requests","0.0000002052","USD",,,,"API Request","AmazonDynamoDB","Asia Pacific (Taipei)","AWS Region",,"DDB-StreamsReadRequests","DynamoDB Streams read request (GetRecords API)","APE2-Streams-Requests","GetRecords","ap-east-2","Amazon DynamoDB",
"RAJR3PG5HAUVDC9E","JRTCKXETXF","RAJR3PG5HAUVDC9E.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.1000 per GB of incremental data exported in US West (Oregon)","2026-07-01","0","Inf","GB","0.1000000000","USD",,,,"Amazon DynamoDB Export Data Size","AmazonDynamoDB","US West (Oregon)","AWS Region","Amazon DynamoDB - Incremental Export",,,"USW2-IncrementalExportDataSize-Bytes","","us-west-2","Amazon DynamoDB",
"RBYWF9W6VV78QPK2","JRTCKXETXF","RBYWF9W6VV78QPK2.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.8595 per million ReplicatedWriteRequestUnits for IA in Canada West (Calgary)","2026-07-01","0","Inf","ReplicatedWriteRequestUnits","0.0000008595","USD",,,,"Amazon DynamoDB PayPerRequest Throughput","AmazonDynamoDB","Canada West (Calgary)","AWS Region",,"DDB-ReplicatedWriteUnitsIA","DynamoDB PayPerRequest Replicated Write Request Units IA","CAN2-IA-ReplWriteRequestUnits","PayPerRequestThroughput","ca-west-1","Amazon DynamoDB",
"RC926WRXMSG8KGSZ","JRTCKXETXF","RC926WRXMSG8KGSZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.71625 per GB of IA vector write requests in Canada West (Calgary)","2026-07-01","0","Inf","GB","0.7162500000","USD",,,,"Amazon DynamoDB PayPerRequest Throughput","AmazonDynamoDB","Canada West (Calgary)","AWS Region",,,,"CAN2-IA-VectorWriteRequest","","ca-west-1","Amazon DynamoDB",
"RCD2VBT7M5PUMNCN","JRTCKXETXF","RCD2VBT7M5PUMNCN.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.20196 per GB for data import  in Europe (Zurich)","2026-07-01","0","Inf","GB","0.2019600000","USD",,,,"Amazon DynamoDB Import Data Size","AmazonDynamoDB","Europe (Zurich)","AWS Region","Amazon DynamoDB - Import Size",,,"EUC2-ImportDataSize-Bytes","","eu-central-2","Amazon DynamoDB",
"RCJQC7FWWZF8QCV3","JRTCKXETXF","RCJQC7FWWZF8QCV3.JRTCKXETXF.HBHVWY47CM","OnDemand","$0.00 per hour for 25 units of replicated write capacity for a month (free tier) in Canada (Central)","2026-07-01","0","18600","ReplicatedWriteCapacityUnit-Hrs","0.0000000000","USD",,,,"DDB-Operation-ReplicatedWrite","AmazonDynamoDB","Canada (Central)","AWS Region",,"DDB-ReplicatedWriteUnits","DynamoDB Provisioned Replicated Write Units","CAN1-ReplWriteCapacityUnit-Hrs","CommittedThroughput","ca-central-1","Amazon DynamoDB",
"RCJQC7FWWZF8QCV3","JRTCKXETXF","RCJQC7FWWZF8QCV3.JRTCKXETXF.E63J5HTPNN","OnDemand","$0.000715 per ReplicatedWriteCapacityUnit-Hr in Canada (Central)","2026-07-01","18600","Inf","ReplicatedWriteCapacityUnit-Hrs","0.0007150000","USD",,,,"DDB-Operation-ReplicatedWrite","AmazonDynamoDB","Canada (Central)","AWS Region",,"DDB-ReplicatedWriteUnits","DynamoDB Provisioned Replicated Write Units","CAN1-ReplWriteCapacityUnit-Hrs","CommittedThroughput","ca-central-1","Amazon DynamoDB",
"RDK38EMSRQRCHT32","JRTCKXETXF","RDK38EMSRQRCHT32.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.71 per million write request units in Asia Pacific (Melbourne)","2026-07-01","0","Inf","WriteRequestUnits","0.0000007100","USD",,,,"Amazon DynamoDB PayPerRequest Throughput","AmazonDynamoDB","Asia Pacific (Melbourne)","AWS Region",,"DDB-WriteUnits","DynamoDB PayPerRequest Write Request Units","APS6-WriteRequestUnits","PayPerRequestThroughput","ap-southeast-4","Amazon DynamoDB",
"REVRJQPQXYK6NQ7G","JRTCKXETXF","REVRJQPQXYK6NQ7G.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.59072 per GB of vector write requests in Asia Pacific (Melbourne)","2026-07-01","0","Inf","GB","0.5907200000","USD",,,,"Amazon DynamoDB PayPerRequest Throughput","AmazonDynamoDB","Asia Pacific (Melbourne)","AWS Region",,,,"APS6-VectorWriteRequest","","ap-southeast-4","Amazon DynamoDB","Standard"
"REX8FT9JCRCPCWQA","JRTCKXETXF","REX8FT9JCRCPCWQA.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.26928 per GB-Month of storage used for DynamoDB PITR backup in Europe (Zurich)","2026-07-01","0","Inf","GB-Mo","0.2692800000","USD",,,,"Database Storage","AmazonDynamoDB","Europe (Zurich)","AWS Region","Amazon DynamoDB - Point-In-Time-Restore (PITR) Backup Storage",,,"EUC2-TimedPITRStorage-ByteHrs","","eu-central-2","Amazon DynamoDB",
"RHNPR86EM2JAN4T8","JRTCKXETXF","RHNPR86EM2JAN4T8.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.8595 per million replicated IA write request units in Canada (Central)","2026-07-01","0","Inf","ReplicatedWriteRequestUnits","0.0000008595","USD",,,,"Amazon DynamoDB PayPerRequest Throughput","AmazonDynamoDB","Canada (Central)","AWS Region",,"DDB-ReplicatedWriteUnitsIA","DynamoDB PayPerRequest Replicated Write Request Units IA","CAN1-IA-ReplWriteRequestUnits","PayPerRequestThroughput","ca-central-1","Amazon DynamoDB",
